Arcitectural Category	Publicity	Instruction Name	Operand Format	Op_A	OP_B	Op_C	Op_D	Op_EJ	Op_FK	Op_G	Instruction Code[31:0]	Source Register	Register Read Stage	Register Read Stage G3MH	Destination Register	Register Available Stage	Register Available Stage G3MH	Register Available Stage G3KH	Write Back Stage	Parallel Group	Parallel Group Changed	Parallel Group G3KH	Fusion Instruction Type	ID divided	RN divided	DP divided	WB divided	EX issue limit	CM limit	Instruction Group V850	Issue Rate	Issue Rate G3MH	Issue Rate G3KH	Cycle Calculation Type	Load Type	RS resource1	RS resource2	EX resource1	EX resource2	PSW.CC Dependency	dummy	Branch Type	Branch Type G3MH	Branch Type G3KH	Privilege Type	Copro Type	Mei instruction type	Mdp exception code bit	Library Function Name	Instruction Size	Decode Type	Argument Type	Note
FPU		cvtf.sl reg2,reg3	cvtf.sl R[15:11],R[31:28]<<1	rrrrr	111111	00100	wwww0	10001	000100		wwww010001000100rrrrr11111100100	REG2	1		REG3/REG3+1	4/4		5/5		2_8							2			FPU	1		2	FPU_FPP		FPU		FPU								FPU			CVTFSL	32	BKJCD-	R2_DR3	
FPU		cvtf.sul reg2,reg3	cvtf.sul R[15:11],R[31:28]<<1	rrrrr	111111	10100	wwww0	10001	000100		wwww010001000100rrrrr11111110100	REG2	1		REG3/REG3+1	4/4		5/5		2_8							2			FPU	1		2	FPU_FPP		FPU		FPU								FPU			CVTFSUL	32	BKJCD-	R2_DR3	
FPU		cvtf.suw reg2,reg3	cvtf.suw R[15:11],R[31:27]	rrrrr	111111	10100	wwwww	10001	000000		wwwww10001000000rrrrr11111110100	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			CVTFSUW	32	BKJC-	R2_R3	
FPU		cvtf.sw reg2,reg3	cvtf.sw R[15:11],R[31:27]	rrrrr	111111	00100	wwwww	10001	000000		wwwww10001000000rrrrr11111100100	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			CVTFSW	32	BKJC-	R2_R3	
FPU		cvtf.uld reg2,reg3	cvtf.uld R[15:12]<<1,R[31:28]<<1	rrrr0	111111	10001	wwww0	10001	010010		wwww010001010010rrrr011111110001	REG2/REG2+1	1/1		REG3/REG3+1	4/4		5/5		8_1							2			FPU	1			FPU_2RS		FPU		FPU								FPU			CVTFULD	32	BKJCDA-	DR2_DR3	
FPU		cvtf.uls reg2,reg3	cvtf.uls R[15:12]<<1,R[31:27]	rrrr0	111111	10001	wwwww	10001	000010		wwwww10001000010rrrr011111110001	REG2/REG2+1	1/1		REG3	4		5		8_1										FPU	1			FPU_FPP		FPU		FPU								FPU			CVTFULS	32	BKJCDA-	DR2_R3	
FPU		cvtf.uwd reg2,reg3	cvtf.uwd R[15:11],R[31:28]<<1	rrrrr	111111	10000	wwww0	10001	010010		wwww010001010010rrrrr11111110000	REG2	1		REG3/REG3+1	4/4		5/5		2_8							2			FPU	1			FPU_2RS		FPU		FPU								FPU			CVTFUWD	32	BKJCD-	R2_DR3	
FPU		cvtf.uws reg2,reg3	cvtf.uws R[15:11],R[31:27]	rrrrr	111111	10000	wwwww	10001	000010		wwwww10001000010rrrrr11111110000	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			CVTFUWS	32	BKJCD-	R2_R3	
FPU		cvtf.wd reg2,reg3	cvtf.wd R[15:11],R[31:28]<<1	rrrrr	111111	00000	wwww0	10001	010010		wwww010001010010rrrrr11111100000	REG2	1		REG3/REG3+1	4/4		5/5		2_8							2			FPU	1			FPU_2RS		FPU		FPU								FPU			CVTFWD	32	BKJCD-	R2_DR3	
FPU		cvtf.ws reg2,reg3	cvtf.ws R[15:11],R[31:27]	rrrrr	111111	00000	wwwww	10001	000010		wwwww10001000010rrrrr11111100000	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			CVTFWS	32	BKJCD-	R2_R3	
FPU		divf.d reg1,reg2,reg3	divf.d R[4:1]<<1,R[15:12]<<1,R[31:28]<<1	rrrr0	111111	RRRR0	wwww0	10001	111110		wwww010001111110rrrr0111111RRRR0	REG2/REG2+1/REG1/REG1+1	1/1/1/1		REG3/REG3+1	19/19	19/19			8_1					2					FPU	16	16	30	DIVFD		FPU		FPU								FPU			DIVFD	32	BKJCDA-	DR1_DR2_DR3	
FPU		divf.s reg1,reg2,reg3	divf.s R[4:0],R[15:11],R[31:27]	rrrrr	111111	RRRRR	wwwww	10001	101110		wwwww10001101110rrrrr111111RRRRR	REG2/REG1	1/1		REG3	11	11	18		2_8										FPU	8	8	1	DIVF		FPU		FPU								FPU			DIVFS	32	BKJ-	R1_R2_R3	
FPU		floorf.dl reg2,reg3	floorf.dl R[15:12]<<1,R[31:28]<<1	rrrr0	111111	00011	wwww0	10001	010100		wwww010001010100rrrr011111100011	REG2/REG2+1	1/1		REG3/REG3+1	4/4		5/5		8_1							2			FPU	1			FPU_2RS		FPU		FPU								FPU			FLOORFDL	32	BKJCDA-	DR2_DR3	
FPU		floorf.dul reg2,reg3	floorf.dul R[15:12]<<1,R[31:28]<<1	rrrr0	111111	10011	wwww0	10001	010100		wwww010001010100rrrr011111110011	REG2/REG2+1	1/1		REG3/REG3+1	4/4		5/5		8_1							2			FPU	1			FPU_2RS		FPU		FPU								FPU			FLOORFDUL	32	BKJCDA-	DR2_DR3	
FPU		floorf.duw reg2,reg3	floorf.duw R[15:12]<<1,R[31:27]	rrrr0	111111	10011	wwwww	10001	010000		wwwww10001010000rrrr011111110011	REG2/REG2+1	1/1		REG3	4		5		8_1										FPU	1			FPU_2RS		FPU		FPU								FPU			FLOORFDUW	32	BKJCDA-	DR2_R3	
FPU		floorf.dw reg2,reg3	floorf.dw R[15:12]<<1,R[31:27]	rrrr0	111111	00011	wwwww	10001	010000		wwwww10001010000rrrr011111100011	REG2/REG2+1	1/1		REG3	4		5		8_1										FPU	1			FPU_2RS		FPU		FPU								FPU			FLOORFDW	32	BKJCDA-	DR2_R3	
FPU		floorf.sl reg2,reg3	floorf.sl R[15:11],R[31:28]<<1	rrrrr	111111	00011	wwww0	10001	000100		wwww010001000100rrrrr11111100011	REG2	1		REG3/REG3+1	4/4		5/5		2_8							2			FPU	1		2	FPU_FPP		FPU		FPU								FPU			FLOORFSL	32	BKJCD-	R2_DR3	
FPU		floorf.sul reg2,reg3	floorf.sul R[15:11],R[31:28]<<1	rrrrr	111111	10011	wwww0	10001	000100		wwww010001000100rrrrr11111110011	REG2	1		REG3/REG3+1	4/4		5/5		2_8							2			FPU	1		2	FPU_FPP		FPU		FPU								FPU			FLOORFSUL	32	BKJCD-	R2_DR3	
FPU		floorf.suw reg2,reg3	floorf.suw R[15:11],R[31:27]	rrrrr	111111	10011	wwwww	10001	000000		wwwww10001000000rrrrr11111110011	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			FLOORFSUW	32	BKJC-	R2_R3	
FPU		floorf.sw reg2,reg3	floorf.sw R[15:11],R[31:27]	rrrrr	111111	00011	wwwww	10001	000000		wwwww10001000000rrrrr11111100011	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			FLOORFSW	32	BKJC-	R2_R3	
FPU		maxf.d reg1,reg2,reg3	maxf.d R[4:1]<<1,R[15:12]<<1,R[31:28]<<1	rrrr0	111111	RRRR0	wwww0	10001	111000		wwww010001111000rrrr0111111RRRR0	REG2/REG2+1/REG1/REG1+1	1/1/1/1		REG3/REG3+1	4/4		5/5		8_1					2					FPU	1			FPU_2RS		FPU		FPU								FPU			MAXFD	32	BKJCDA-	DR1_DR2_DR3	
FPU		maxf.s reg1,reg2,reg3	maxf.s R[4:0],R[15:11],R[31:27]	rrrrr	111111	RRRRR	wwwww	10001	101000		wwwww10001101000rrrrr111111RRRRR	REG2/REG1	1/1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			MAXFS	32	BKJ-	R1_R2_R3	
FPU		minf.d reg1,reg2,reg3	minf.d R[4:1]<<1,R[15:12]<<1,R[31:28]<<1	rrrr0	111111	RRRR0	wwww0	10001	111010		wwww010001111010rrrr0111111RRRR0	REG2/REG2+1/REG1/REG1+1	1/1/1/1		REG3/REG3+1	4/4		5/5		8_1					2					FPU	1			FPU_2RS		FPU		FPU								FPU			MINFD	32	BKJCDA-	DR1_DR2_DR3	
FPU		minf.s reg1,reg2,reg3	minf.s R[4:0],R[15:11],R[31:27]	rrrrr	111111	RRRRR	wwwww	10001	101010		wwwww10001101010rrrrr111111RRRRR	REG2/REG1	1/1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			MINFS	32	BKJ-	R1_R2_R3	
FPU		mulf.d reg1,reg2,reg3	mulf.d R[4:1]<<1,R[15:12]<<1,R[31:28]<<1	rrrr0	111111	RRRR0	wwww0	10001	110100		wwww010001110100rrrr0111111RRRR0	REG2/REG2+1/REG1/REG1+1	1/1/1/1		REG3/REG3+1	7/7	7/7			8_1					2					FPU	4	4	2	MULFD		FPU		FPU								FPU			MULFD	32	BKJCDA-	DR1_DR2_DR3	
FPU		mulf.s reg1,reg2,reg3	mulf.s R[4:0],R[15:11],R[31:27]	rrrrr	111111	RRRRR	wwwww	10001	100100		wwwww10001100100rrrrr111111RRRRR	REG2/REG1	1/1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			MULFS	32	BKJ-	R1_R2_R3	
FPU		negf.d reg2,reg3	negf.d R[15:12]<<1,R[31:28]<<1	rrrr0	111111	00001	wwww0	10001	011000		wwww010001011000rrrr011111100001	REG2/REG2+1	1/1		REG3/REG3+1	4/4		5/5		8_1							2			FPU	1			FPU_2RS		FPU		FPU								FPU			NEGFD	32	BKJCDA-	DR2_DR3	
FPU		negf.s reg2,reg3	negf.s R[15:11],R[31:27]	rrrrr	111111	00001	wwwww	10001	001000		wwwww10001001000rrrrr11111100001	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			NEGFS	32	BKJC-	R2_R3	
FPU		recipf.d reg2,reg3	recipf.d R[15:12]<<1,R[31:28]<<1	rrrr0	111111	00001	wwww0	10001	011110		wwww010001011110rrrr011111100001	REG2/REG2+1	1/1		REG3/REG3+1	19/19	19/19			8_1							2			FPU	16	16	26	FPU_2RS		FPU		FPU								FPU			RECIPFD	32	BKJCDA-	DR2_DR3	
FPU		recipf.s reg2,reg3	recipf.s R[15:11],R[31:27]	rrrrr	111111	00001	wwwww	10001	001110		wwwww10001001110rrrrr11111100001	REG2	1		REG3	11	11	14		2_8										FPU	8	8	1	DIVF		FPU		FPU								FPU			RECIPFS	32	BKJC-	R2_R3	
FPU		roundf.dl reg2,reg3	roundf.dl R[15:12]<<1,R[31:28]<<1	rrrr0	111111	00000	wwww0	10001	010100		wwww010001010100rrrr011111100000	REG2/REG2+1	1/1		REG3/REG3+1	4/4		5/5		8_1							2			FPU	1			FPU_2RS		FPU		FPU								FPU			ROUNDFDL	32	BKJCDA-	DR2_DR3	
FPU		roundf.dul reg2,reg3	roundf.dul R[15:12]<<1,R[31:28]<<1	rrrr0	111111	10000	wwww0	10001	010100		wwww010001010100rrrr011111110000	REG2/REG2+1	1/1		REG3/REG3+1	4/4		5/5		8_1							2			FPU	1			FPU_2RS		FPU		FPU								FPU			ROUNDFDUL	32	BKJCDA-	DR2_DR3	
FPU		roundf.duw reg2,reg3	roundf.duw R[15:12]<<1,R[31:27]	rrrr0	111111	10000	wwwww	10001	010000		wwwww10001010000rrrr011111110000	REG2/REG2+1	1/1		REG3	4		5		8_1										FPU	1			FPU_2RS		FPU		FPU								FPU			ROUNDFDUW	32	BKJCDA-	DR2_R3	
FPU		roundf.dw reg2,reg3	roundf.dw R[15:12]<<1,R[31:27]	rrrr0	111111	00000	wwwww	10001	010000		wwwww10001010000rrrr011111100000	REG2/REG2+1	1/1		REG3	4		5		8_1										FPU	1			FPU_2RS		FPU		FPU								FPU			ROUNDFDW	32	BKJCDA-	DR2_R3	
FPU		roundf.sl reg2,reg3	roundf.sl R[15:11],R[31:28]<<1	rrrrr	111111	00000	wwww0	10001	000100		wwww010001000100rrrrr11111100000	REG2	1		REG3/REG3+1	4/4		5/5		2_8							2			FPU	1		2	FPU_FPP		FPU		FPU								FPU			ROUNDFSL	32	BKJCD-	R2_DR3	
FPU		roundf.sul reg2,reg3	roundf.sul R[15:11],R[31:28]<<1	rrrrr	111111	10000	wwww0	10001	000100		wwww010001000100rrrrr11111110000	REG2	1		REG3/REG3+1	4/4		5/5		2_8							2			FPU	1			FPU_FPP		FPU		FPU								FPU			ROUNDFSUL	32	BKJCD-	R2_DR3	
FPU		roundf.suw reg2,reg3	roundf.suw R[15:11],R[31:27]	rrrrr	111111	10000	wwwww	10001	000000		wwwww10001000000rrrrr11111110000	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			ROUNDFSUW	32	BKJC-	R2_R3	
FPU		roundf.sw reg2,reg3	roundf.sw R[15:11],R[31:27]	rrrrr	111111	00000	wwwww	10001	000000		wwwww10001000000rrrrr11111100000	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			ROUNDFSW	32	BKJC-	R2_R3	
FPU		rsqrtf.d reg2,reg3	rsqrtf.d R[15:12]<<1,R[31:28]<<1	rrrr0	111111	00010	wwww0	10001	011110		wwww010001011110rrrr011111100010	REG2/REG2+1	1/1		REG3/REG3+1	48/48	48/48			8_1							2			FPU	45	45	36	DIVFD		FPU		FPU								FPU			RSQRTFD	32	BKJCDA-	DR2_DR3	
FPU		rsqrtf.s reg2,reg3	rsqrtf.s R[15:11],R[31:27]	rrrrr	111111	00010	wwwww	10001	001110		wwwww10001001110rrrrr11111100010	REG2	1		REG3	24	24			2_8										FPU	21	21	14	DIVF		FPU		FPU								FPU			RSQRTFS	32	BKJC-	R2_R3	
FPU		sqrtf.d reg2,reg3	sqrtf.d R[15:12]<<1,R[31:28]<<1	rrrr0	111111	00000	wwww0	10001	011110		wwww010001011110rrrr011111100000	REG2/REG2+1	1/1		REG3/REG3+1	33/33				8_1							2			FPU	30			DIVFD		FPU		FPU								FPU			SQRTFD	32	BKJCDA-	DR2_DR3	
FPU		sqrtf.s reg2,reg3	sqrtf.s R[15:11],R[31:27]	rrrrr	111111	00000	wwwww	10001	001110		wwwww10001001110rrrrr11111100000	REG2	1		REG3	17				2_8										FPU	14			DIVF		FPU		FPU								FPU			SQRTFS	32	BKJC-	R2_R3	
FPU		subf.d reg1,reg2,reg3	subf.d R[4:1]<<1,R[15:12]<<1,R[31:28]<<1	rrrr0	111111	RRRR0	wwww0	10001	110010		wwww010001110010rrrr0111111RRRR0	REG2/REG2+1/REG1/REG1+1	1/1/1/1		REG3/REG3+1	4/4		5/5		8_1					2					FPU	1			FPU_2RS		FPU		FPU								FPU			SUBFD	32	BKJCDA-	DR1_DR2_DR3	
FPU		subf.s reg1,reg2,reg3	subf.s R[4:0],R[15:11],R[31:27]	rrrrr	111111	RRRRR	wwwww	10001	100010		wwwww10001100010rrrrr111111RRRRR	REG2/REG1	1/1		REG3	4		5		2_8										FPU	1			FPU_2RS		FPU		FPU								FPU			SUBFS	32	BKJ-	R1_R2_R3	
FPU		trfsr fcbit	trfsr FCB[19:17]	00000	111111	00000	00000	10000	00fff0		000001000000fff00000011111100000	FPSR.CC	4		PSWCC	4				2_5										FPU	1			USE_FPCC		FPU		FPU		SET						FPU			TRFSR	32	BKJdAC-	NONE	
FPU		trncf.dl reg2,reg3	trncf.dl R[15:12]<<1,R[31:28]<<1	rrrr0	111111	00001	wwww0	10001	010100		wwww010001010100rrrr011111100001	REG2/REG2+1	1/1		REG3/REG3+1	4/4		5/5		8_1							2			FPU	1			FPU_2RS		FPU		FPU								FPU			TRNCFDL	32	BKJCDA-	DR2_DR3	
FPU		trncf.dul reg2,reg3	trncf.dul R[15:12]<<1,R[31:28]<<1	rrrr0	111111	10001	wwww0	10001	010100		wwww010001010100rrrr011111110001	REG2/REG2+1	1/1		REG3/REG3+1	4/4		5/5		8_1							2			FPU	1			FPU_2RS		FPU		FPU								FPU			TRNCFDUL	32	BKJCDA-	DR2_DR3	
FPU		trncf.duw reg2,reg3	trncf.duw R[15:12]<<1,R[31:27]	rrrr0	111111	10001	wwwww	10001	010000		wwwww10001010000rrrr011111110001	REG2/REG2+1	1/1		REG3	4		5		8_1										FPU	1			FPU_2RS		FPU		FPU								FPU			TRNCFDUW	32	BKJCDA-	DR2_R3	
FPU		trncf.dw reg2,reg3	trncf.dw R[15:12]<<1,R[31:27]	rrrr0	111111	00001	wwwww	10001	010000		wwwww10001010000rrrr011111100001	REG2/REG2+1	1/1		REG3	4		5		8_1										FPU	1			FPU_2RS		FPU		FPU								FPU			TRNCFDW	32	BKJCDA-	DR2_R3	
FPU		trncf.sl reg2,reg3	trncf.sl R[15:11],R[31:28]<<1	rrrrr	111111	00001	wwww0	10001	000100		wwww010001000100rrrrr11111100001	REG2	1		REG3/REG3+1	4/4		5/5		2_8							2			FPU	1		2	FPU_FPP		FPU		FPU								FPU			TRNCFSL	32	BKJCD-	R2_DR3	
FPU		trncf.sul reg2,reg3	trncf.sul R[15:11],R[31:28]<<1	rrrrr	111111	10001	wwww0	10001	000100		wwww010001000100rrrrr11111110001	REG2	1		REG3/REG3+1	4/4		5/5		2_8							2			FPU	1		2	FPU_FPP		FPU		FPU								FPU			TRNCFSUL	32	BKJCD-	R2_DR3	
FPU		trncf.suw reg2,reg3	trncf.suw R[15:11],R[31:27]	rrrrr	111111	10001	wwwww	10001	000000		wwwww10001000000rrrrr11111110001	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			TRNCFSUW	32	BKJC-	R2_R3	
FPU		trncf.sw reg2,reg3	trncf.sw R[15:11],R[31:27]	rrrrr	111111	00001	wwwww	10001	000000		wwwww10001000000rrrrr11111100001	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			TRNCFSW	32	BKJC-	R2_R3	
FPU		fmaf.s reg1,reg2,reg3	fmaf.s R[4:0],R[15:11],R[31:27]	rrrrr	111111	RRRRR	wwwww	10011	100000		wwwww10011100000rrrrr111111RRRRR	REG2/REG1/REG3	1/1/1		REG3	4		5		8_1					2					FPU	1		2	FPU_2RS		FPU		FPU								FPU			FMAFS	32	BKJ-	R1_R2_R3	newly added FPU3.0
FPU		fmsf.s reg1,reg2,reg3	fmsf.s R[4:0],R[15:11],R[31:27]	rrrrr	111111	RRRRR	wwwww	10011	100010		wwwww10011100010rrrrr111111RRRRR	REG2/REG1/REG3	1/1/1		REG3	4		5		8_1					2					FPU	1		2	FPU_2RS		FPU		FPU								FPU			FMSFS	32	BKJ-	R1_R2_R3	newly added FPU3.0
FPU		fnmaf.s reg1,reg2,reg3	fnmaf.s R[4:0],R[15:11],R[31:27]	rrrrr	111111	RRRRR	wwwww	10011	100100		wwwww10011100100rrrrr111111RRRRR	REG2/REG1/REG3	1/1/1		REG3	4		5		8_1					2					FPU	1		2	FPU_2RS		FPU		FPU								FPU			FNMAFS	32	BKJ-	R1_R2_R3	newly added FPU3.0
FPU		fnmsf.s reg1,reg2,reg3	fnmsf.s R[4:0],R[15:11],R[31:27]	rrrrr	111111	RRRRR	wwwww	10011	100110		wwwww10011100110rrrrr111111RRRRR	REG2/REG1/REG3	1/1/1		REG3	4		5		8_1					2					FPU	1		2	FPU_2RS		FPU		FPU								FPU			FNMSFS	32	BKJ-	R1_R2_R3	newly added FPU3.0
FPU		cvtf.hs reg2,reg3	cvtf.hs R[15:11],R[31:27]	rrrrr	111111	00010	wwwww	10001	000010		wwwww10001000010rrrrr11111100010	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			CVTFHS	32	BKJC-	R2_R3	newly added FPU3.0
FPU		cvtf.sh reg2,reg3	cvtf.sh R[15:11],R[31:27]	rrrrr	111111	00011	wwwww	10001	000010		wwwww10001000010rrrrr11111100011	REG2	1		REG3	4		5		2_8										FPU	1			FPU_FPP		FPU		FPU								FPU			CVTFSH	32	BKJC-	R2_R3	newly added FPU3.0
V850		br disp9	bcc9 BD[15:11.6:4]<<1	ddddd	1011dd	d0101	-----	------	-----		----------------ddddd1011ddd0101									1_3			ALU2ND					BRU		BRA	3	3	1			DP		DP		USE		BP		B					BR	16	BC-	NONE	
SIMD		cmpf.s4 fcond,wreg1,wreg2,wreg3	cmpf.s4 FCO[20:17],WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	0FFFF0		wwwww101100FFFF0rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			CMPFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		roundf.sw4 wreg2,wreg3	roundf.sw4 WR[15:11],WR[31:27]	rrrrr	111111	00000	wwwww	10110	100000		wwwww10110100000rrrrr11111100000	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			ROUNDFSW4	32	BKJC-	VR2_VR3	
SIMD		roundf.suw4 wreg2,wreg3	roundf.suw4 WR[15:11],WR[31:27]	rrrrr	111111	00001	wwwww	10110	100000		wwwww10110100000rrrrr11111100001	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			ROUNDFSUW4	32	BKJC-	VR2_VR3	
SIMD		trncf.sw4 wreg2,wreg3	trncf.sw4 WR[15:11],WR[31:27]	rrrrr	111111	00010	wwwww	10110	100000		wwwww10110100000rrrrr11111100010	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			TRNCFSW4	32	BKJC-	VR2_VR3	
SIMD		trncf.suw4 wreg2,wreg3	trncf.suw4 WR[15:11],WR[31:27]	rrrrr	111111	00011	wwwww	10110	100000		wwwww10110100000rrrrr11111100011	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			TRNCFSUW4	32	BKJC-	VR2_VR3	
SIMD		ceilf.sw4 wreg2,wreg3	ceilf.sw4 WR[15:11],WR[31:27]	rrrrr	111111	00100	wwwww	10110	100000		wwwww10110100000rrrrr11111100100	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			CEILFSW4	32	BKJC-	VR2_VR3	
SIMD		ceilf.suw4 wreg2,wreg3	ceilf.suw4 WR[15:11],WR[31:27]	rrrrr	111111	00101	wwwww	10110	100000		wwwww10110100000rrrrr11111100101	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			CEILFSUW4	32	BKJC-	VR2_VR3	
SIMD		floorf.sw4 wreg2,wreg3	floorf.sw4 WR[15:11],WR[31:27]	rrrrr	111111	00110	wwwww	10110	100000		wwwww10110100000rrrrr11111100110	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			FLOORFSW4	32	BKJC-	VR2_VR3	
SIMD		floorf.suw4 wreg2,wreg3	floorf.suw4 WR[15:11],WR[31:27]	rrrrr	111111	00111	wwwww	10110	100000		wwwww10110100000rrrrr11111100111	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			FLOORFSUW4	32	BKJC-	VR2_VR3	
SIMD		cvtf.sw4 wreg2,wreg3	cvtf.sw4 WR[15:11],WR[31:27]	rrrrr	111111	01000	wwwww	10110	100000		wwwww10110100000rrrrr11111101000	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			CVTFSW4	32	BKJC-	VR2_VR3	
SIMD		cvtf.suw4 wreg2,wreg3	cvtf.suw4 WR[15:11],WR[31:27]	rrrrr	111111	01001	wwwww	10110	100000		wwwww10110100000rrrrr11111101001	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			CVTFSUW4	32	BKJC-	VR2_VR3	
SIMD		cvtf.ws4 wreg2,wreg3	cvtf.ws4 WR[15:11],WR[31:27]	rrrrr	111111	01010	wwwww	10110	100000		wwwww10110100000rrrrr11111101010	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			CVTFWS4	32	BKJC-	VR2_VR3	
SIMD		cvtf.uws4 wreg2,wreg3	cvtf.uws4 WR[15:11],WR[31:27]	rrrrr	111111	01011	wwwww	10110	100000		wwwww10110100000rrrrr11111101011	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			CVTFUWS4	32	BKJC-	VR2_VR3	
SIMD		cvtf.hs4 wreg2,wreg3	cvtf.hs4 WR[15:11],WR[31:27]	rrrrr	111111	01100	wwwww	10110	100000		wwwww10110100000rrrrr11111101100	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			CVTFHS4	32	BKJC-	VR2_VR3	
SIMD		cvtf.sh4 wreg2,wreg3	cvtf.sh4 WR[15:11],WR[31:27]	rrrrr	111111	01101	wwwww	10110	100000		wwwww10110100000rrrrr11111101101	VREG2/VREG2	1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			CVTFSH4	32	BKJC-	VR2_VR3	
SIMD		absf.s4 wreg2,wreg3	absf.s4 WR[15:11],WR[31:27]	rrrrr	111111	10000	wwwww	10110	100000		wwwww10110100000rrrrr11111110000	VREG2/VREG2	1/1		VREG3/VREG3	1/1				9_1									SINGLE	SIMD	1					FXUOP		FXUOP								SIMD			ABSFS4	32	BKJC-	VR2_VR3	
SIMD		negf.s4 wreg2,wreg3	negf.s4 WR[15:11],WR[31:27]	rrrrr	111111	10001	wwwww	10110	100000		wwwww10110100000rrrrr11111110001	VREG2/VREG2	1/1		VREG3/VREG3	1/1				9_1									SINGLE	SIMD	1					FXUOP		FXUOP								SIMD			NEGFS4	32	BKJC-	VR2_VR3	
SIMD		sqrtf.s4 wreg2,wreg3	sqrtf.s4 WR[15:11],WR[31:27]	rrrrr	111111	10010	wwwww	10110	100000		wwwww10110100000rrrrr11111110010	VREG2/VREG2	1/1		VREG3/VREG3	31/31				9_1									SINGLE	SIMD	28					FXUOP		FXUOP								SIMD			SQRTFS4	32	BKJC-	VR2_VR3	
SIMD		recipf.s4 wreg2,wreg3	recipf.s4 WR[15:11],WR[31:27]	rrrrr	111111	10011	wwwww	10110	100000		wwwww10110100000rrrrr11111110011	VREG2/VREG2	1/1		VREG3/VREG3	19/19				9_1									SINGLE	SIMD	16					FXUOP		FXUOP								SIMD			RECIPFS4	32	BKJC-	VR2_VR3	
SIMD		rsqrtf.s4 wreg2,wreg3	rsqrtf.s4 WR[15:11],WR[31:27]	rrrrr	111111	10100	wwwww	10110	100000		wwwww10110100000rrrrr11111110100	VREG2/VREG2	1/1		VREG3/VREG3	45/45				9_1									SINGLE	SIMD	42					FXUOP		FXUOP								SIMD			RSQRTFS4	32	BKJC-	VR2_VR3	
